arrival_date_year,adults,children,is_repeated_guest,total_of_special_requests,adr,hotel,lead_time,is_canceled,previous_cancellations,booking_changes,required_car_parking_spaces
2017,2,0.0,0,2,122.57,1,56,0,0,0,0
2016,2,0.0,0,0,99.0,0,1,0,0,0,0
2017,2,0.0,0,0,112.5,0,79,1,0,0,0
2017,2,2.0,0,2,153.71,1,125,1,0,0,0
2016,3,1.0,0,1,194.0,1,11,0,0,0,0
2016,2,0.0,0,1,87.59,1,228,0,0,0,0
2017,2,0.0,0,2,114.0,0,33,1,0,0,0
2017,2,0.0,0,0,99.0,0,73,1,0,2,0
2016,2,0.0,0,1,94.5,0,64,0,0,0,0
2016,2,0.0,0,0,43.43,0,91,0,0,0,0
2015,2,0.0,0,2,120.0,1,17,1,0,0,0
2015,2,0.0,0,2,124.0,0,17,0,0,1,0
2017,2,0.0,0,0,93.5,1,219,1,0,0,0
2016,2,2.0,0,2,232.0,0,16,0,0,0,1
2015,2,0.0,0,0,90.95,1,204,0,0,0,0
2016,2,0.0,0,1,106.2,0,317,1,0,0,0
2017,2,0.0,0,0,78.0,0,70,0,0,0,0
2017,2,0.0,0,0,99.0,0,123,1,0,0,0
2015,2,0.0,0,2,103.5,0,32,1,0,0,0
2017,2,0.0,0,0,80.1,0,182,0,0,0,0
2016,1,0.0,1,0,42.0,1,7,0,0,0,0
2016,2,0.0,0,0,85.0,0,214,0,0,1,0
2016,2,0.0,0,0,65.6,0,1,0,0,0,0
2015,2,2.0,0,1,117.0,1,38,1,0,0,0
2016,1,0.0,1,0,44.0,1,0,0,0,0,1
2017,1,0.0,0,0,116.33,0,181,1,0,0,0
2016,2,0.0,0,0,146.1,1,147,1,0,0,0
2017,2,2.0,0,0,160.0,1,86,1,0,1,0
2017,2,0.0,0,1,159.0,0,5,0,0,0,0
2016,2,0.0,0,0,80.75,0,90,1,0,0,0
2016,1,0.0,0,0,70.0,1,5,0,0,3,0
2017,2,0.0,0,1,99.0,0,133,0,0,1,0
2017,2,0.0,0,0,98.1,0,66,0,0,0,0
2017,2,2.0,1,2,0.0,0,4,0,0,1,0
2016,2,0.0,0,1,75.0,1,0,0,0,1,0
2016,3,0.0,0,1,101.38,0,55,0,0,0,0
2017,2,0.0,0,0,153.75,1,242,1,0,0,0
2017,2,0.0,0,0,75.0,0,16,0,0,0,0
2015,2,0.0,0,1,75.0,0,26,0,0,0,0
2016,3,0.0,0,0,141.3,0,104,1,0,0,0
2016,2,0.0,0,1,97.71,0,30,0,0,0,0
2015,2,0.0,0,0,114.0,0,0,0,0,1,0
2016,2,0.0,0,0,88.0,0,6,1,0,1,0
2017,2,0.0,0,0,40.0,1,71,0,0,0,0
2015,2,0.0,0,0,191.0,1,33,0,0,0,0
2017,2,0.0,0,0,121.33,0,24,0,0,0,0
2016,1,0.0,0,0,105.0,0,1,1,0,0,0
2016,2,0.0,0,1,61.0,1,16,0,0,0,1
2017,2,0.0,0,1,78.0,1,0,0,0,0,0
2016,2,0.0,0,1,77.4,1,37,0,0,0,1
2016,1,0.0,0,0,54.9,1,4,0,0,1,0
2016,2,0.0,0,0,75.0,1,1,0,0,0,0
2017,2,0.0,0,0,75.0,0,56,0,0,0,0
2017,2,0.0,0,1,89.1,0,272,0,0,1,0
2016,2,0.0,0,0,75.8,1,194,0,0,0,1
2016,2,0.0,0,3,149.0,0,14,0,0,1,0
2016,2,0.0,0,1,75.54,0,65,0,0,0,0
2017,2,2.0,0,0,160.0,1,76,1,0,0,0
2017,2,0.0,0,1,173.5,0,1,0,0,0,1
2016,3,0.0,0,2,143.7,0,124,0,0,0,0
2017,2,0.0,0,0,130.05,1,255,0,0,0,0
2016,2,0.0,0,0,93.6,0,83,1,0,0,0
2017,2,0.0,0,0,80.0,1,180,0,0,0,0
2017,2,0.0,0,1,103.5,0,312,0,0,0,0
2017,2,0.0,0,1,99.0,0,2,0,0,0,0
2017,1,0.0,0,2,101.37,0,10,0,0,3,0
2017,2,0.0,0,0,121.5,0,80,0,0,0,0
2017,2,0.0,0,1,101.7,1,0,0,0,0,0
2016,2,0.0,0,0,149.4,0,56,1,0,2,0
2017,2,1.0,0,0,108.8,0,19,1,0,0,0
2016,2,0.0,1,1,44.0,1,0,0,0,0,0
2017,2,0.0,0,2,93.6,0,145,1,0,0,0
2016,3,0.0,0,1,95.0,0,32,0,0,1,0
2015,1,0.0,0,1,80.0,0,13,1,0,0,0
2016,3,0.0,1,1,65.0,1,36,0,0,0,0
2016,2,0.0,0,2,144.9,0,64,0,0,0,1
2016,2,0.0,0,0,85.5,0,40,1,0,0,0
2016,1,0.0,0,0,75.0,0,215,0,0,1,0
2016,3,0.0,0,0,130.05,0,138,0,0,0,0
2016,3,0.0,0,1,137.7,0,155,0,0,0,0
2015,2,0.0,0,0,120.0,0,3,0,0,1,0
2016,1,0.0,0,0,65.0,0,6,0,0,1,0
2016,2,1.0,0,0,116.55,0,31,0,0,1,0
2017,2,0.0,0,0,62.0,1,144,1,0,1,0
2017,2,0.0,0,2,130.0,0,5,0,0,0,0
2015,2,0.0,0,0,36.0,1,153,0,0,0,0
2016,3,1.0,0,0,145.71,1,27,1,0,0,0
2015,2,1.0,0,3,268.17,0,2,0,0,1,0
2016,2,0.0,0,0,154.0,1,83,1,0,0,0
2017,2,0.0,0,1,112.5,0,243,0,0,1,0
2016,2,0.0,1,1,150.0,1,143,0,0,0,0
2017,2,0.0,0,1,156.4,0,21,0,0,0,0
2015,2,0.0,0,0,62.0,0,19,0,0,0,0
2016,2,0.0,0,0,41.4,1,72,0,0,0,0
2015,2,0.0,0,1,66.0,1,113,1,0,1,0
2017,2,2.0,0,1,280.0,1,50,1,0,0,0
2017,2,0.0,0,1,120.0,0,74,0,0,0,0
2016,1,0.0,0,0,104.2,0,2,0,0,0,1
2017,2,0.0,0,0,103.5,0,92,1,0,0,0
2016,1,0.0,0,1,42.0,1,31,1,0,0,0
2016,2,0.0,0,0,96.3,0,155,1,0,0,0
2016,2,0.0,0,0,129.0,1,118,1,0,0,0
2017,2,0.0,0,1,91.8,0,20,0,0,0,0
2016,2,0.0,0,3,75.4,0,88,0,0,0,0
2016,2,0.0,0,0,103.5,0,155,1,0,0,0
2017,1,1.0,0,0,83.31,1,200,0,0,0,0
2015,2,0.0,0,0,62.0,0,312,1,1,0,0
2016,2,0.0,0,1,99.46,0,8,0,0,0,0
2017,2,0.0,0,1,88.2,1,319,1,0,1,0
2016,1,0.0,0,0,122.0,0,27,0,0,0,0
2016,2,0.0,0,3,103.5,0,187,0,0,1,0
2016,2,0.0,0,1,64.64,0,39,0,0,0,0
2017,1,0.0,0,0,118.0,0,38,1,0,0,0
2016,3,0.0,0,2,130.0,0,1,0,0,0,0
2017,2,0.0,0,0,118.0,0,18,1,0,0,0
2016,2,0.0,0,0,144.0,0,159,0,0,1,0
2016,2,0.0,0,2,135.9,0,31,0,0,0,0
2017,2,0.0,0,0,60.0,1,92,1,0,0,0
2016,2,2.0,0,0,0.0,1,112,0,0,0,0
2016,1,0.0,0,0,115.0,0,120,1,0,0,0
2017,2,0.0,0,1,115.0,0,24,1,0,0,0
2017,2,0.0,0,1,60.0,1,0,0,0,0,0
2016,2,0.0,0,0,106.0,1,131,1,0,0,0
2015,1,0.0,0,0,80.75,0,237,1,1,0,0
2017,1,0.0,0,0,0.0,0,70,1,0,0,0
2016,2,0.0,0,1,70.0,0,190,0,0,0,0
2015,1,0.0,0,1,170.0,0,29,0,0,1,0
2016,2,0.0,0,0,82.0,0,4,0,0,1,0
2016,2,0.0,0,1,83.3,1,81,0,0,2,0
2016,1,0.0,0,0,30.0,1,0,0,0,0,0
2017,2,0.0,0,1,92.17,0,128,0,0,0,0
2015,2,0.0,0,2,63.82,1,9,0,0,0,0
2016,1,0.0,1,2,67.91,0,61,0,0,0,0
2015,2,0.0,0,0,167.25,1,33,0,0,0,1
2016,3,0.0,0,2,157.68,0,45,0,0,0,0
2017,2,0.0,0,1,130.0,0,17,0,0,0,0
2017,2,0.0,0,0,108.0,0,141,1,0,0,0
2016,2,0.0,0,0,75.0,0,83,0,0,0,0
2016,2,0.0,0,2,130.0,0,38,1,0,0,0
2017,2,0.0,0,0,87.75,0,52,0,0,2,0
2016,2,1.0,0,2,87.0,1,256,1,0,0,0
2016,1,0.0,0,0,48.0,1,131,0,0,0,0
2016,2,0.0,0,0,108.3,0,110,0,0,0,0
2017,2,0.0,0,1,112.5,1,159,0,0,0,0
2016,1,0.0,0,0,120.0,0,56,0,0,0,0
2015,2,0.0,0,1,95.0,0,1,0,0,0,0
2016,1,0.0,0,0,78.8,0,7,0,0,0,0
2016,1,0.0,0,1,96.0,0,27,1,0,0,0
2015,2,0.0,0,2,65.45,0,94,0,0,0,0
2017,2,0.0,0,2,79.2,0,120,1,0,0,0
2015,2,0.0,0,2,119.25,1,144,0,0,1,1
2016,2,0.0,0,1,88.7,0,172,0,0,0,0
2016,2,1.0,0,0,133.8,0,38,1,0,0,0
2015,2,0.0,0,1,153.0,1,181,0,0,0,0
2017,2,0.0,0,2,117.0,0,198,0,0,0,0
2017,2,0.0,0,2,130.5,0,175,0,0,0,0
2016,1,0.0,0,0,110.0,0,5,0,0,0,0
2015,2,0.0,0,0,67.0,0,263,0,0,0,0
2016,2,1.0,0,0,199.0,1,87,1,0,0,0
2016,1,0.0,1,1,65.0,0,1,0,0,0,0
2017,2,0.0,0,0,130.5,0,164,1,0,0,0
2016,1,0.0,0,1,72.0,0,14,0,0,1,0
2016,2,0.0,0,3,36.86,1,11,0,0,0,0
2016,2,0.0,0,0,80.75,0,71,0,0,0,0
2017,3,0.0,0,0,107.1,0,166,0,0,0,0
2016,2,0.0,0,1,169.65,0,88,0,0,1,0
2016,2,0.0,0,0,44.0,1,16,0,0,1,1
2017,2,0.0,0,0,85.0,1,158,1,0,0,0
2016,2,0.0,0,0,84.95,1,91,0,0,0,0
2017,2,0.0,0,0,90.0,0,212,1,0,0,0
2016,2,0.0,1,1,54.0,1,0,0,0,0,1
2017,2,0.0,0,1,160.0,0,46,0,0,0,0
2017,2,0.0,0,1,152.5,1,211,1,0,0,0
2016,2,0.0,0,0,72.0,1,293,1,0,0,0
2016,2,0.0,0,1,90.95,0,86,0,0,0,0
2016,3,0.0,0,2,159.3,0,96,0,0,0,0
2017,1,0.0,0,1,38.0,1,11,0,0,0,0
2016,2,0.0,0,0,117.0,0,16,1,0,0,0
2015,3,0.0,0,2,0.0,1,6,0,0,0,0
2015,2,0.0,0,0,51.0,1,59,0,0,1,1
2016,2,0.0,0,1,99.0,1,65,1,0,0,0
2017,2,0.0,0,0,68.0,0,4,0,0,1,0
2016,3,0.0,0,1,159.34,1,180,0,0,1,0
2016,2,0.0,0,0,116.1,0,51,1,0,1,0
2016,2,0.0,0,1,118.8,0,39,0,0,0,0
2016,1,0.0,0,0,135.4,0,44,1,0,1,0
2017,3,1.0,0,1,180.0,1,33,0,0,1,0
2017,2,0.0,0,1,0.0,0,32,0,0,0,0
2015,2,0.0,0,0,56.0,1,0,0,0,0,1
2016,1,0.0,0,1,108.0,0,0,0,0,0,0
2017,2,0.0,0,1,93.6,0,105,0,0,3,0
2017,2,0.0,0,1,90.1,0,48,1,0,0,0
2015,2,0.0,0,1,98.33,1,14,0,0,0,0
2016,3,0.0,0,0,105.4,0,214,0,0,0,0
2016,2,0.0,0,1,102.6,0,67,0,0,0,0
2017,2,0.0,0,1,204.86,0,76,1,0,0,0
2016,2,0.0,1,2,120.0,0,10,0,0,0,0
2016,2,1.0,0,1,242.0,1,1,0,0,0,0
2015,2,0.0,0,1,88.17,0,22,0,0,0,0
2016,2,2.0,0,0,307.0,1,2,0,0,0,0
2017,1,0.0,0,0,0.0,0,15,0,0,1,1
2016,2,0.0,0,1,116.8,0,9,0,0,0,0
2015,2,0.0,0,0,43.2,1,11,0,0,1,0
2017,2,0.0,0,0,117.0,0,1,0,0,0,0
2017,2,0.0,0,1,92.0,0,10,0,0,0,0
2016,3,0.0,0,0,108.0,0,1,1,0,0,0
2016,3,0.0,0,0,189.5,0,1,0,0,0,0
2017,2,0.0,0,3,222.0,1,56,0,0,0,0
2016,2,0.0,0,0,65.0,1,59,1,0,0,0
2017,1,0.0,0,0,75.6,0,64,0,0,1,0
2015,2,0.0,0,0,85.0,0,1,0,0,0,0
2017,2,0.0,0,0,95.2,0,34,0,0,0,0
2017,2,0.0,0,1,160.0,0,53,0,0,0,0
2017,1,2.0,0,1,128.8,0,32,1,0,0,0
2016,2,0.0,0,2,40.11,1,202,1,0,0,0
2016,0,0.0,0,0,56.27,0,48,0,0,2,0
2017,2,0.0,0,0,122.7,0,151,0,0,0,0
2016,2,2.0,0,0,171.0,0,26,1,0,4,0
2017,0,0.0,0,0,0.0,0,2,0,0,0,0
2017,2,0.0,0,0,44.0,1,0,0,0,0,0
2017,2,0.0,0,0,258.0,1,198,1,0,1,0
2017,2,0.0,0,0,145.0,0,69,1,0,0,0
2016,2,0.0,0,1,73.95,0,48,1,0,1,0
2016,2,0.0,0,2,105.3,0,66,0,0,0,0
2017,2,0.0,0,0,109.41,1,109,0,0,0,1
2017,1,0.0,0,0,68.0,1,72,0,0,0,0
2016,3,1.0,0,0,161.67,1,138,1,0,0,0
2016,1,0.0,0,0,37.0,1,6,0,0,0,0
2016,2,0.0,0,0,91.0,1,0,0,0,0,1
2017,2,0.0,0,1,101.25,0,146,0,0,0,0
2015,2,0.0,0,1,58.63,1,29,0,0,0,1
2016,2,0.0,0,0,82.0,0,1,0,0,0,0
2016,1,0.0,0,1,52.25,1,10,0,0,2,0
2016,2,0.0,0,1,179.0,0,1,0,0,0,0
2015,2,0.0,0,1,68.0,1,4,0,0,0,0
2017,2,0.0,0,1,108.0,0,127,1,0,0,0
2017,2,1.0,0,3,135.0,0,196,0,0,0,0
2017,2,0.0,0,0,77.35,0,302,1,0,0,0
2016,3,0.0,0,1,139.95,0,87,0,0,0,0
2016,2,0.0,0,0,77.85,1,184,1,0,0,0
2016,2,0.0,0,0,87.65,1,26,0,0,2,0
2017,2,0.0,0,1,93.57,1,91,0,0,0,0
2017,3,1.0,0,0,262.5,1,65,1,0,0,0
2015,1,0.0,0,1,25.0,1,10,0,0,0,0
2016,2,0.0,0,1,81.9,0,47,0,0,0,0
2016,2,0.0,1,0,35.0,1,0,0,0,0,1
2017,2,0.0,0,1,79.3,0,36,0,0,0,0
2016,2,0.0,0,0,89.25,0,166,0,0,0,0
2016,1,0.0,0,0,126.1,0,12,0,0,1,0
2015,2,0.0,0,0,123.0,0,3,1,0,0,0
2016,2,0.0,0,0,58.0,1,2,0,0,0,0
2016,2,0.0,0,0,52.2,1,143,0,0,0,0
2017,2,0.0,0,2,142.0,1,150,1,0,0,0
2017,2,0.0,0,0,74.8,0,14,1,0,0,0
2016,1,0.0,1,0,81.0,1,5,1,4,0,0
2016,1,0.0,0,0,43.0,1,1,0,0,1,0
2017,2,0.0,0,0,115.0,0,4,0,0,0,1
2016,2,0.0,0,2,118.8,0,133,0,0,0,0
2017,2,0.0,0,0,66.0,1,20,0,0,0,0
2017,2,0.0,0,0,61.2,1,111,0,0,0,0
2015,2,0.0,0,0,43.0,1,1,0,0,0,0
2016,2,0.0,0,0,118.0,0,23,1,0,0,0
2016,2,0.0,0,0,89.0,0,0,1,0,0,0
2017,2,1.0,0,0,169.0,0,81,1,0,0,0
2016,1,0.0,0,1,79.05,0,59,0,0,0,0
2017,2,0.0,0,0,110.0,0,115,0,0,0,0
2016,2,1.0,0,1,148.9,0,101,0,0,0,0
2015,1,0.0,0,1,136.0,0,6,0,0,0,0
2016,2,0.0,0,1,115.0,0,346,0,0,0,0
2016,1,0.0,0,0,139.0,0,0,0,0,0,1
2016,2,0.0,0,2,88.4,0,63,1,0,0,0
2016,3,0.0,0,0,120.34,0,228,1,0,0,0
2016,2,0.0,0,1,80.75,0,217,0,0,0,0
2016,2,0.0,0,2,96.3,0,134,0,0,0,0
2016,2,0.0,0,1,120.6,0,121,0,0,0,0
2016,2,0.0,0,1,111.0,0,2,0,0,0,0
2017,2,0.0,0,0,100.3,0,75,1,0,0,0
2017,2,0.0,0,2,162.0,0,149,0,0,0,0
2017,2,0.0,0,2,115.0,0,10,0,0,0,0
2017,2,0.0,0,0,126.0,0,150,0,0,0,0
2017,3,0.0,0,1,230.0,0,75,1,0,0,0
2017,1,0.0,0,0,80.0,0,0,0,0,0,0
2015,2,0.0,0,0,76.5,0,216,1,1,0,0
2016,1,0.0,0,0,71.0,0,149,0,0,4,0
2017,2,0.0,0,0,79.2,0,85,1,0,0,0
2016,2,0.0,0,0,115.0,1,0,0,0,0,1
2016,1,0.0,0,0,157.5,0,83,1,0,0,0
2015,2,0.0,0,0,116.85,1,34,0,0,0,0
2017,2,1.0,0,0,220.75,1,200,0,0,0,1
2016,3,0.0,0,0,130.05,0,193,0,0,0,0
2017,2,0.0,0,1,103.95,0,113,0,0,0,0
2017,2,0.0,0,3,117.85,0,162,0,0,2,0
2017,2,0.0,0,4,42.97,1,307,0,0,0,0
2017,2,0.0,0,2,130.0,0,79,1,0,0,0
2016,1,0.0,0,0,105.0,1,30,1,0,0,0
2016,2,0.0,0,1,115.0,0,301,0,0,0,0
2015,1,0.0,0,0,170.0,0,19,1,1,0,0
2015,1,0.0,0,0,170.0,0,16,0,0,1,0
2017,1,0.0,0,0,85.0,0,79,0,0,1,0
2015,2,0.0,0,1,133.0,0,5,0,0,0,0
2015,2,0.0,0,0,85.0,0,1,0,0,0,0
2017,1,0.0,1,1,80.0,0,2,0,0,0,0
2017,2,0.0,0,0,118.8,0,102,0,0,0,0
2017,2,0.0,0,1,99.5,0,103,0,0,0,0
2017,2,0.0,0,0,158.0,0,31,1,0,0,0
2016,2,0.0,0,4,159.0,0,16,1,0,0,0
2015,2,0.0,0,0,119.25,1,176,0,0,0,0
2016,2,0.0,0,2,37.8,1,66,0,0,1,0
2016,2,0.0,0,0,115.2,0,174,0,0,0,0
2016,2,1.0,0,2,36.25,1,2,0,0,1,0
2016,2,2.0,0,0,98.0,1,72,1,0,0,0
2016,2,0.0,0,1,94.5,0,177,0,0,0,0
2016,1,0.0,0,0,120.0,0,2,0,0,0,0
2015,1,0.0,0,0,67.0,0,0,0,0,1,0
2016,1,0.0,1,0,67.0,0,31,0,0,1,1
2017,2,0.0,0,0,144.0,0,99,1,0,0,0
2017,4,0.0,0,0,59.62,1,69,0,0,0,0
2016,2,0.0,0,0,95.0,0,8,0,0,0,0
2016,2,0.0,0,0,66.0,1,169,0,0,3,0
2015,2,0.0,0,1,45.9,1,278,0,0,0,0
2016,2,0.0,0,0,89.0,0,3,0,0,0,0
2017,2,0.0,0,1,79.2,0,47,1,0,0,0
2016,2,1.0,0,0,130.5,0,136,0,0,0,0
2016,2,0.0,0,1,59.6,1,222,0,0,0,0
2015,2,0.0,0,1,131.0,1,3,0,0,0,0
2015,2,0.0,0,1,107.0,1,110,0,0,0,0
2016,2,0.0,0,1,121.5,0,122,0,0,0,0
2016,3,0.0,0,2,130.05,0,176,0,0,0,0
2016,2,0.0,0,0,87.3,0,79,1,0,0,0
2016,0,2.0,0,1,124.25,0,34,0,0,1,0
2017,2,0.0,0,3,215.67,1,17,1,0,0,0
2016,2,0.0,0,1,105.3,0,188,0,0,0,0
2015,1,0.0,0,0,47.0,1,90,0,0,0,0
2016,2,0.0,0,1,89.89,0,5,0,0,0,0
2016,3,0.0,0,2,151.2,0,95,0,0,0,0
2016,2,0.0,0,0,61.88,0,188,0,0,0,0
2016,1,0.0,0,2,209.0,1,97,0,0,0,0
2015,2,0.0,0,0,66.0,0,15,0,0,0,0
2016,3,0.0,0,2,206.0,0,22,0,0,0,0
2017,2,0.0,0,1,111.78,0,18,0,0,0,0
2015,1,0.0,0,0,110.0,0,18,1,1,0,0
2016,1,0.0,0,0,37.0,1,74,0,0,0,0
2016,2,0.0,0,1,139.0,0,17,1,0,0,0
2016,2,0.0,0,0,100.3,0,299,0,0,1,0
2016,3,0.0,0,1,123.3,0,103,0,0,0,0
2017,2,0.0,0,2,74.8,0,72,0,0,0,0
2017,2,0.0,0,1,57.0,1,1,0,0,0,0
2016,2,1.0,0,2,183.5,0,4,0,0,0,0
2017,2,0.0,0,0,139.4,0,104,0,0,0,0
2017,1,0.0,1,0,30.0,1,4,0,0,0,0
2016,1,0.0,1,1,94.0,0,4,0,0,0,0
2017,2,0.0,0,2,144.0,0,151,0,0,0,0
2016,2,0.0,0,0,59.6,1,140,0,0,0,0
2017,3,1.0,0,1,93.0,1,19,1,0,0,0
2016,2,0.0,0,0,54.0,1,121,1,0,0,0
2015,2,0.0,0,0,46.4,1,15,1,0,0,0
2017,2,0.0,0,3,125.0,0,138,0,0,0,0
2017,2,0.0,0,0,144.0,0,14,0,0,0,0
2015,2,0.0,0,1,112.33,1,83,0,0,0,0
2016,1,0.0,1,1,65.0,0,32,0,0,0,0
2017,2,0.0,0,2,74.25,1,320,1,0,0,0
2016,2,0.0,0,1,109.8,0,161,1,0,0,0
2015,2,0.0,0,0,44.5,1,286,0,0,1,0
2016,1,0.0,0,2,66.0,1,8,0,0,0,1
2015,2,0.0,0,0,29.0,1,8,0,0,0,0
2017,2,0.0,0,0,110.0,0,174,1,0,0,0
2017,2,0.0,0,0,115.0,0,29,0,0,0,0
2017,3,0.0,0,1,199.8,0,123,0,0,0,0
2016,2,0.0,0,1,117.05,0,0,0,0,0,0
2017,2,0.0,0,2,179.0,1,1,0,0,0,0
2017,2,0.0,0,0,122.0,1,0,0,0,0,1
2015,1,0.0,0,0,65.0,0,140,0,0,2,0
2016,2,0.0,0,1,108.95,0,213,0,0,1,1
2016,2,0.0,0,0,72.25,0,207,0,0,0,0
2017,3,0.0,0,1,190.8,0,270,1,0,0,0
2016,2,0.0,0,2,189.0,1,110,0,0,1,0
2016,3,0.0,0,2,137.7,0,73,0,0,0,0
2016,2,0.0,0,1,117.21,1,205,0,0,0,0
2016,2,0.0,1,0,75.0,0,2,1,1,0,0
2015,2,0.0,0,2,90.0,0,13,0,0,0,0
2016,2,2.0,0,1,240.0,0,22,0,0,0,0
2016,2,0.0,0,1,79.8,0,90,0,0,1,0
2015,2,0.0,0,1,86.4,0,50,0,0,0,0
2016,2,0.0,0,0,67.99,1,337,0,0,0,0
2016,2,0.0,0,3,42.0,1,73,1,0,0,0
2016,2,0.0,0,0,56.73,1,42,0,0,0,0
2016,3,0.0,0,2,137.7,0,184,0,0,0,0
2016,3,0.0,0,1,96.5,0,45,0,0,1,0
2016,3,0.0,0,1,130.05,0,179,0,0,2,0
2015,1,0.0,0,0,0.0,0,74,0,0,0,0
2017,2,0.0,0,0,130.0,0,196,1,0,0,0
2016,1,0.0,0,0,27.0,1,1,0,0,0,0
2016,1,0.0,0,2,97.02,0,6,0,0,0,0
2016,2,0.0,0,2,99.0,1,241,0,0,0,0
2016,1,0.0,0,0,108.0,0,131,1,0,0,0
2017,2,2.0,0,0,207.18,1,265,1,0,1,0
2015,2,0.0,0,0,36.0,1,153,0,0,1,0
2016,1,0.0,0,0,56.0,1,27,1,0,0,0
2016,3,0.0,0,2,141.95,0,11,0,0,0,0
2017,2,0.0,0,2,184.29,1,95,0,0,4,1
2016,2,0.0,0,0,126.9,0,63,1,0,0,0
2017,2,2.0,0,0,215.0,1,21,1,0,0,0
2016,1,0.0,1,0,67.0,0,55,0,0,0,1
2017,2,0.0,0,0,70.0,1,50,1,0,0,0
2017,2,0.0,0,0,95.98,0,28,0,0,1,0
2016,2,2.0,0,1,246.67,1,117,1,0,2,0
2016,3,0.0,0,2,185.03,0,82,0,0,0,0
2016,2,0.0,0,1,125.1,0,47,0,0,0,0
2016,3,0.0,0,3,153.3,0,53,0,0,0,0
2017,2,0.0,0,0,130.0,0,96,1,0,0,0
2016,2,0.0,0,1,145.98,0,40,0,0,0,0
2017,2,0.0,0,0,91.8,0,8,1,0,0,0
2016,2,0.0,0,2,87.0,0,18,1,0,0,0
2016,2,0.0,0,1,121.77,1,161,0,0,0,0
2016,1,0.0,0,1,103.0,0,8,0,0,0,0
2016,1,0.0,0,0,22.5,1,65,0,0,0,0
2015,2,0.0,0,0,154.0,1,77,0,0,0,0
2016,2,0.0,0,0,79.0,1,41,0,0,1,0
2017,3,0.0,0,0,152.1,0,141,0,0,0,0
2016,2,0.0,0,1,92.4,0,244,0,0,2,0
2016,1,0.0,1,2,79.0,0,4,0,0,0,0
2015,1,0.0,0,0,35.0,1,1,0,0,0,0
2016,2,0.0,0,0,87.0,0,27,0,0,0,0
2017,2,0.0,0,1,228.0,0,54,0,0,0,0
2016,2,0.0,0,1,79.2,0,45,0,0,0,0
2016,2,0.0,1,0,93.8,0,11,0,1,0,0
2015,2,0.0,0,0,75.0,0,140,0,0,1,0
2015,2,0.0,0,1,76.5,0,123,1,0,0,0
2017,2,1.0,0,1,141.5,0,155,0,0,0,1
2017,2,0.0,0,1,107.1,0,4,0,0,0,0
2016,2,0.0,0,1,126.9,0,73,0,0,0,0
2016,2,0.0,0,0,149.4,0,44,1,0,0,0
2017,1,0.0,0,0,86.4,0,80,1,0,0,0
2017,3,0.0,0,0,175.5,0,147,0,0,0,0
2016,2,0.0,0,1,48.0,1,0,0,0,0,0
2015,2,0.0,0,2,123.0,1,186,0,0,0,0
2015,2,0.0,0,0,123.0,1,31,0,0,0,0
2017,1,0.0,0,0,124.0,0,220,1,0,0,0
2016,1,0.0,1,0,62.0,1,3,0,0,0,1
2017,2,0.0,0,0,91.8,0,9,1,0,0,0
2015,2,0.0,1,1,86.1,1,0,0,0,0,1
2017,1,0.0,0,0,42.0,1,252,1,0,4,0
2016,2,0.0,0,0,127.0,0,4,0,0,0,0
2016,2,0.0,1,0,95.0,0,17,0,0,0,0
2016,2,1.0,0,2,198.0,0,22,0,0,1,1
2015,2,0.0,0,2,85.17,0,162,0,0,0,0
2016,2,0.0,0,1,96.76,0,5,0,0,0,0
2016,2,1.0,0,1,58.0,0,68,0,0,0,0
2017,2,0.0,0,0,151.07,0,53,0,0,0,0
2016,2,0.0,0,0,90.6,0,3,1,0,0,0
2016,2,0.0,0,1,71.1,0,45,0,0,0,0
2017,1,0.0,0,0,67.37,1,253,0,0,3,0
2016,1,0.0,0,0,62.0,0,6,0,0,0,0
2016,2,0.0,0,0,0.0,0,0,0,0,1,0
2017,2,1.0,0,1,67.0,1,3,0,0,1,0
2016,2,0.0,0,2,73.0,1,117,1,0,0,0
2016,1,0.0,0,0,90.0,0,256,0,0,1,0
2016,2,0.0,0,0,85.5,0,60,0,0,0,0
2017,2,0.0,0,2,192.1,1,62,0,0,0,0
2017,2,0.0,0,1,54.02,1,112,0,0,0,1
2016,1,0.0,0,0,85.0,0,24,1,0,0,0
2017,1,0.0,0,0,67.91,0,49,0,0,0,0
2015,2,1.0,0,2,0.0,0,0,0,0,1,0
2017,2,0.0,0,0,120.0,0,43,1,0,0,0
2015,2,0.0,0,0,135.0,1,71,1,0,0,0
2017,2,0.0,0,2,93.6,0,93,0,0,0,0
2015,2,0.0,0,0,65.5,1,71,0,0,0,0
2016,1,0.0,0,0,95.74,0,45,1,0,1,0
2016,1,0.0,0,1,106.0,0,60,0,0,1,0
2016,1,0.0,0,1,83.5,0,1,0,0,0,0
2016,2,0.0,0,0,45.0,1,14,1,0,0,0
2017,1,0.0,0,2,185.4,1,301,1,0,0,0
2016,2,0.0,0,0,34.73,1,36,0,0,0,0
2016,1,0.0,0,0,120.0,0,8,0,0,0,0
2015,2,0.0,0,0,144.76,1,0,0,0,0,0
2016,2,0.0,0,0,185.0,0,0,0,0,0,0
2016,2,0.0,0,1,63.75,0,63,0,0,0,0
2016,3,0.0,0,1,131.75,0,151,0,0,0,0
2015,1,0.0,0,0,60.0,0,337,1,1,0,0
2016,2,0.0,0,0,205.5,1,36,0,0,0,0
